category,size_mb,installs,price,content_rating,reviews,update_days,num_screenshots,has_ads,is_free,rating
Photography,32.17,10000,9.99,Adults only 18+,11871,643,5,0,0,4.0
Lifestyle,190.63,500,0.0,Mature 17+,6468,5,1,0,1,4.0
Business,81.68,500000,0.0,Everyone 10+,28864,348,5,0,1,4.4
Music & Audio,68.11,50000000,4.99,Adults only 18+,38790,399,5,0,0,4.5
News & Magazines,3.83,100,9.99,Adults only 18+,2240,259,8,1,0,3.7
Video Players,31.53,500,0.99,Teen,3967,419,4,0,0,4.2
Events,84.81,50000000,0.0,Teen,3834,391,2,0,1,4.6
House & Home,14.63,1000,2.99,Mature 17+,1273,590,5,0,0,3.7
Medical,102.64,100000,9.99,Mature 17+,7915,115,7,1,0,4.7
Communication,91.55,50000,4.99,Mature 17+,8636,4,3,0,0,4.0
Sports,153.67,100000,0.0,Everyone,10211,643,3,0,1,4.0
Business,132.3,10000000,0.0,Everyone 10+,13051,128,3,1,1,4.4
Business,89.74,10000,9.99,Everyone 10+,780,9,2,0,0,4.2
Travel & Local,45.71,5000,0.0,Mature 17+,11690,324,2,0,1,4.6
Weather,145.65,100000,0.0,Teen,29414,118,6,1,1,4.5
Dating,141.86,1000,0.0,Everyone 10+,7283,467,1,1,1,3.8
Entertainment,31.51,5000000,0.0,Adults only 18+,1354,700,8,1,1,4.0
Weather,183.04,100000,0.0,Everyone,1078,651,7,1,1,3.8
Sports,13.82,500,0.0,Teen,3971,463,7,0,1,4.0
Lifestyle,11.95,50000000,0.0,Everyone,16757,125,2,1,1,4.3
Video Players,38.28,50000000,0.0,Adults only 18+,3629,223,1,1,1,4.7
Dating,181.98,500000,0.0,Everyone 10+,20205,328,6,1,1,4.1
Productivity,104.48,50000000,0.0,Everyone,20555,259,3,1,1,4.5
Education,157.8,50000,0.0,Everyone,7330,67,7,0,1,4.5
Auto & Vehicles,46.34,50000000,0.0,Everyone,4294,597,2,0,1,4.1
House & Home,98.55,1000,0.99,Adults only 18+,10926,62,7,0,0,4.4
Beauty,72.3,1000,0.0,Teen,19962,526,8,0,1,4.4
Books & Reference,165.74,10000,0.0,Teen,801,634,4,0,1,4.3
Health & Fitness,5.5,1000,9.99,Adults only 18+,36800,279,6,0,0,4.4
Productivity,49.52,50000,0.0,Everyone,12458,123,4,1,1,4.2
Entertainment,31.36,500,1.99,Everyone,6093,589,4,0,0,3.8
News & Magazines,171.98,500000,0.0,Mature 17+,8463,272,2,1,1,4.2
Finance,94.04,10000000,0.0,Everyone 10+,5845,502,2,0,1,4.6
Social,81.44,50000000,0.0,Everyone 10+,6385,658,2,0,1,4.4
Auto & Vehicles,90.45,10000000,1.99,Teen,10865,269,4,1,0,4.7
Food & Drink,194.41,1000000,0.99,Adults only 18+,746,568,3,0,0,3.7
Weather,170.2,100000,0.0,Everyone,2314,218,5,0,1,4.4
Video Players,141.57,1000,9.99,Everyone 10+,3090,685,3,1,0,3.8
Libraries & Demo,58.81,10000000,0.0,Adults only 18+,6281,552,2,0,1,3.9
Weather,33.87,5000000,0.0,Adults only 18+,5565,159,7,0,1,4.8
Weather,184.37,5000,2.99,Everyone,15370,360,5,0,0,3.6
Events,85.19,50000000,9.99,Adults only 18+,3600,465,7,1,0,4.2
Entertainment,56.47,5000000,0.0,Everyone 10+,705,544,6,1,1,3.7
House & Home,94.71,500,0.0,Mature 17+,684,248,5,0,1,4.9
Lifestyle,183.65,1000000,9.99,Everyone 10+,137,641,8,1,0,3.8
Maps & Navigation,78.03,10000,0.0,Mature 17+,465,291,3,1,1,4.2
Education,112.97,50000000,0.0,Adults only 18+,23479,36,4,1,1,4.7
Productivity,160.79,500,0.0,Everyone 10+,14338,66,8,0,1,4.2
Health & Fitness,86.0,5000000,0.99,Everyone,66053,427,1,1,0,4.7
Productivity,47.47,50000,9.99,Adults only 18+,246,157,4,0,0,4.1
Parenting,198.91,100000,0.0,Everyone,22686,555,4,1,1,3.8
Travel & Local,191.36,500,0.0,Mature 17+,14291,121,7,0,1,4.2
Music & Audio,168.85,100,0.0,Teen,12271,192,5,0,1,4.0
News & Magazines,137.99,100000,0.0,Teen,5291,476,2,1,1,4.0
Weather,59.68,100,4.99,Mature 17+,5673,354,2,1,0,3.8
News & Magazines,182.77,1000,0.0,Teen,22415,543,5,0,1,4.1
Weather,55.84,5000,9.99,Adults only 18+,15000,357,4,0,0,4.3
Travel & Local,160.36,500,0.0,Adults only 18+,13315,531,3,1,1,4.6
Finance,183.73,100000,0.0,Everyone 10+,374,480,8,1,1,4.0
Maps & Navigation,121.0,10000,0.0,Adults only 18+,2445,73,6,0,1,4.1
News & Magazines,160.81,100,4.99,Teen,39441,391,7,1,0,4.6
Food & Drink,158.55,50000000,4.99,Everyone,7270,76,1,1,0,4.6
News & Magazines,39.44,50000000,0.0,Everyone 10+,18246,188,8,1,1,4.7
Dating,133.92,500000,9.99,Everyone,5918,691,4,0,0,4.0
Communication,19.6,5000000,2.99,Teen,17344,338,7,0,0,4.6
Personalization,102.06,100000,1.99,Everyone,1523,476,4,0,0,3.5
Weather,33.28,5000,0.0,Teen,516,306,1,0,1,3.7
Events,83.85,500,0.99,Adults only 18+,7532,649,3,1,0,4.0
Parenting,166.76,100000,0.99,Everyone 10+,10747,162,1,1,0,4.4
Parenting,197.45,10000000,0.0,Mature 17+,4693,47,5,0,1,4.0
Productivity,64.27,500,0.0,Teen,15106,24,1,0,1,4.1
Parenting,106.86,50000,0.0,Adults only 18+,8218,336,1,0,1,4.1
Sports,102.75,100,0.0,Everyone,31626,284,4,1,1,3.9
Tools,190.93,100000,9.99,Adults only 18+,1066,174,7,0,0,4.3
Food & Drink,96.24,100000,9.99,Everyone,827,307,4,1,0,4.2
Maps & Navigation,140.12,50000000,2.99,Everyone,28262,230,2,0,0,4.2
Auto & Vehicles,184.44,5000,9.99,Everyone,13272,703,1,1,0,3.4
Tools,75.3,5000,0.0,Everyone,13345,118,5,1,1,4.0
News & Magazines,180.52,5000000,1.99,Everyone 10+,335,53,2,1,0,3.9
House & Home,183.57,10000,9.99,Everyone,33305,192,6,0,0,4.7
Social,186.2,500,4.99,Everyone 10+,17732,572,1,0,0,3.8
Video Players,54.82,1000000,9.99,Mature 17+,17343,523,4,0,0,4.8
House & Home,80.67,5000000,0.99,Everyone 10+,29155,141,8,0,0,4.8
Personalization,174.21,5000,0.99,Everyone,10357,655,5,0,0,3.9
Photography,72.47,10000000,0.0,Mature 17+,6024,113,3,1,1,4.4
Food & Drink,120.45,1000000,0.99,Adults only 18+,7863,264,2,1,0,4.0
Parenting,24.49,1000,0.0,Everyone 10+,18020,491,4,0,1,4.0
Game,12.2,1000000,4.99,Adults only 18+,17570,344,3,0,0,4.1
Beauty,82.99,100,4.99,Mature 17+,11287,523,1,1,0,4.0
Medical,116.2,100000,0.0,Everyone 10+,2952,99,5,1,1,4.3
Personalization,79.15,5000,9.99,Everyone,20503,473,4,0,0,4.1
Tools,115.97,100000,0.99,Everyone 10+,12504,23,4,0,0,4.2
Travel & Local,103.5,5000000,0.0,Everyone,3001,239,5,0,1,4.8
Productivity,137.46,50000,0.0,Teen,7862,621,4,0,1,4.1
Dating,130.26,5000,0.0,Everyone 10+,70565,263,8,1,1,4.1
Libraries & Demo,85.42,5000,0.0,Everyone 10+,4777,325,4,0,1,4.2
Dating,85.57,500000,1.99,Adults only 18+,1487,672,1,1,0,3.7
Art & Design,29.01,100000,0.0,Adults only 18+,263,684,2,0,1,4.0
Business,103.13,5000,0.0,Mature 17+,2449,387,3,1,1,4.2
Beauty,117.85,10000000,0.0,Everyone,2484,606,6,0,1,4.2
Art & Design,95.82,50000,0.0,Adults only 18+,23429,122,5,0,1,5.0
Books & Reference,65.82,50000,0.0,Mature 17+,2037,300,3,1,1,3.9
Weather,144.61,100,4.99,Everyone,23823,709,5,1,0,3.9
Productivity,15.86,500,1.99,Everyone,1089,563,6,1,0,4.0
Entertainment,182.97,5000,1.99,Everyone,28456,317,5,1,0,4.1
News & Magazines,5.11,50000,9.99,Teen,3554,20,4,0,0,4.4
Social,192.51,50000,0.0,Everyone,11345,542,8,1,1,3.8
Social,93.01,100,0.0,Mature 17+,2088,300,6,0,1,4.1
Auto & Vehicles,83.12,500000,0.0,Everyone,5933,470,8,0,1,4.5
Food & Drink,52.03,500,0.0,Everyone,1076,86,6,0,1,4.3
Education,3.0,10000,0.0,Mature 17+,10397,669,1,0,1,3.8
Parenting,55.68,5000,0.99,Everyone 10+,5094,405,5,0,0,4.3
Shopping,22.77,10000,2.99,Everyone,22939,693,6,0,0,4.3
Finance,132.3,10000,1.99,Mature 17+,2408,112,3,1,0,3.3
Lifestyle,64.5,5000000,0.0,Adults only 18+,3942,139,2,0,1,4.6
Health & Fitness,153.67,500000,0.0,Mature 17+,2341,10,3,0,1,4.5
Health & Fitness,42.18,5000000,4.99,Teen,9956,291,6,1,0,4.0
Music & Audio,180.15,100000,0.0,Adults only 18+,1422,379,1,0,1,3.9
Events,105.07,50000000,0.0,Everyone 10+,2519,238,8,1,1,4.1
Libraries & Demo,23.79,1000000,0.0,Everyone 10+,13617,644,2,0,1,4.1
Video Players,80.77,50000000,0.0,Mature 17+,928,330,7,0,1,4.6
Comics,42.15,10000000,0.0,Mature 17+,16312,185,4,1,1,4.6
Medical,40.74,100,0.0,Everyone,1322,720,7,1,1,4.2
Books & Reference,101.77,50000,0.0,Everyone,10568,425,7,0,1,4.3
Books & Reference,134.71,50000,0.0,Teen,73483,323,3,1,1,5.0
Music & Audio,182.41,500,0.0,Everyone,2292,482,3,0,1,3.4
Entertainment,100.93,10000000,0.0,Mature 17+,3631,601,6,1,1,3.9
Photography,193.2,500000,0.0,Mature 17+,27444,358,8,1,1,4.4
Shopping,188.39,50000,4.99,Everyone,11811,362,8,0,0,4.1
News & Magazines,173.15,10000000,0.0,Teen,8140,36,8,1,1,4.4
News & Magazines,100.5,5000000,2.99,Mature 17+,9926,516,8,0,0,4.4
Entertainment,29.04,1000000,0.0,Teen,4203,330,5,0,1,4.3
Books & Reference,44.36,5000000,2.99,Mature 17+,23199,269,5,1,0,4.0
Music & Audio,129.89,10000,1.99,Teen,16411,70,2,1,0,4.3
Lifestyle,84.93,100000,0.0,Teen,12342,519,4,0,1,4.5
Communication,30.21,50000,0.0,Teen,32214,668,5,1,1,4.6
Books & Reference,96.32,10000000,0.0,Everyone,10356,378,8,0,1,4.1
Tools,4.47,10000,0.99,Everyone 10+,8606,293,6,1,0,4.4
Health & Fitness,147.05,50000,0.0,Teen,44604,286,3,1,1,4.2
Beauty,15.64,5000,0.0,Teen,2768,360,2,1,1,4.0
Photography,126.19,1000,0.0,Mature 17+,1837,586,5,1,1,3.7
Libraries & Demo,158.81,100,9.99,Everyone 10+,2125,524,5,1,0,3.5
Books & Reference,27.4,100,0.0,Mature 17+,54610,337,1,0,1,4.4
Photography,104.21,50000,0.0,Mature 17+,12675,624,2,0,1,4.6
Travel & Local,156.03,1000000,0.0,Teen,4382,542,2,1,1,4.6
Maps & Navigation,52.87,500000,2.99,Adults only 18+,3436,36,6,0,0,4.7
Medical,33.42,50000000,0.0,Everyone 10+,700,488,4,0,1,4.2
Video Players,68.03,500,1.99,Mature 17+,1698,379,5,0,0,4.0
Medical,111.39,1000000,0.0,Adults only 18+,28654,344,2,0,1,4.6
Medical,115.48,500000,9.99,Adults only 18+,16509,230,6,0,0,4.7
Parenting,27.04,50000000,0.0,Mature 17+,34077,618,4,1,1,4.5
Photography,92.06,1000000,9.99,Teen,6614,575,5,1,0,3.9
Finance,54.39,5000,0.0,Everyone,11033,397,7,1,1,4.5
Travel & Local,168.56,1000000,2.99,Mature 17+,7932,421,3,0,0,4.8
Video Players,63.4,500,0.0,Teen,25583,556,1,0,1,4.2
Medical,167.9,100,0.0,Everyone 10+,57047,661,4,1,1,4.0
Travel & Local,86.28,1000000,4.99,Teen,32397,402,1,1,0,4.4
Game,145.59,5000000,0.0,Adults only 18+,10937,488,3,0,1,4.5
Maps & Navigation,102.5,500000,1.99,Everyone 10+,766,46,2,0,0,4.4
Sports,124.77,100000,4.99,Everyone 10+,11533,687,5,0,0,4.1
Events,79.68,500000,0.0,Everyone,1225,154,7,0,1,4.8
Game,153.87,50000000,0.0,Everyone,1793,261,2,0,1,3.9
Lifestyle,85.61,100,0.0,Mature 17+,2549,645,1,0,1,3.9
Comics,92.03,1000000,0.0,Teen,5421,287,8,1,1,4.8
Books & Reference,104.02,50000000,9.99,Mature 17+,10752,668,7,1,0,4.2
Music & Audio,166.53,5000000,2.99,Everyone,4870,331,2,1,0,4.1
Social,132.22,10000000,0.0,Adults only 18+,7224,639,2,1,1,4.0
House & Home,70.48,1000000,0.0,Everyone,581,705,4,0,1,3.9
Comics,134.39,50000000,9.99,Teen,11603,472,7,0,0,4.1
Health & Fitness,128.84,10000000,2.99,Adults only 18+,12841,269,6,1,0,4.3
Events,186.27,1000000,2.99,Mature 17+,1256,634,4,0,0,4.0
Education,168.44,50000,0.0,Mature 17+,18452,658,3,1,1,4.5
Shopping,129.84,5000,0.0,Everyone,12511,664,4,1,1,4.1
Libraries & Demo,68.96,500,0.99,Everyone,8074,157,4,1,0,4.4
Business,156.14,10000000,0.0,Mature 17+,9659,668,4,1,1,4.3
Entertainment,115.47,5000,9.99,Mature 17+,8391,614,8,1,0,4.2
Beauty,197.07,100000,1.99,Everyone 10+,664,429,7,0,0,4.2
Food & Drink,50.25,100,0.0,Teen,15943,252,8,0,1,4.8
Travel & Local,16.85,1000000,9.99,Everyone 10+,8605,267,4,1,0,4.2
Comics,14.91,1000,0.0,Everyone 10+,2277,59,6,1,1,4.2
Lifestyle,128.37,5000,0.0,Mature 17+,13701,617,7,0,1,4.0
Medical,187.91,50000000,1.99,Teen,14252,559,3,1,0,4.5
Shopping,1.38,10000,0.0,Mature 17+,2882,600,4,0,1,4.0
Business,145.43,50000000,0.0,Everyone 10+,19105,171,4,0,1,4.8
Tools,131.76,1000,4.99,Everyone 10+,7317,664,1,1,0,3.8
Music & Audio,146.73,5000,0.0,Mature 17+,2390,688,4,0,1,3.7
News & Magazines,71.73,10000,2.99,Everyone,12862,319,3,1,0,4.1
Entertainment,164.28,50000000,0.0,Everyone,10898,657,6,0,1,4.3
Business,9.9,100,0.0,Mature 17+,2242,398,3,0,1,3.7
Comics,151.33,1000000,1.99,Adults only 18+,24701,15,2,1,0,4.4
Shopping,54.15,5000000,0.0,Adults only 18+,23134,462,4,0,1,4.9
Books & Reference,95.89,5000000,9.99,Everyone,21713,138,5,1,0,4.1
Art & Design,164.7,5000,0.0,Teen,6114,150,2,1,1,3.4
Photography,55.0,1000000,0.0,Everyone 10+,20890,593,3,1,1,4.7
Comics,37.86,5000,0.0,Teen,22356,577,8,1,1,3.8
Video Players,136.58,100,2.99,Everyone,67999,654,2,1,0,4.3
Music & Audio,107.15,50000000,4.99,Mature 17+,37929,300,5,0,0,4.9
Photography,103.37,10000,0.99,Adults only 18+,5792,423,1,0,0,4.1
Productivity,52.1,1000000,0.0,Everyone,2651,419,5,0,1,4.2
News & Magazines,7.94,1000,4.99,Teen,4152,193,8,1,0,4.4
Travel & Local,82.64,10000,0.99,Teen,8193,283,6,0,0,4.3
Photography,22.21,1000,2.99,Everyone,19645,254,6,0,0,4.8
Travel & Local,181.29,50000000,1.99,Everyone 10+,15404,504,8,1,0,4.4
Parenting,9.21,1000,0.0,Teen,18598,685,2,1,1,4.4
Sports,86.9,100,0.0,Everyone 10+,5735,313,4,1,1,4.2
Communication,11.4,500,1.99,Everyone 10+,3403,278,1,1,0,4.2
Sports,20.01,500,0.0,Mature 17+,293,310,6,0,1,4.2
Health & Fitness,132.11,1000000,0.99,Everyone,11808,186,5,0,0,4.6
Entertainment,129.78,100000,9.99,Everyone,19019,224,4,0,0,4.2
Libraries & Demo,7.58,500000,1.99,Everyone 10+,26394,574,5,0,0,4.1
Libraries & Demo,1.23,500,0.0,Mature 17+,7761,422,3,0,1,4.2
Video Players,16.68,1000000,0.99,Teen,31514,596,4,1,0,3.9
Productivity,152.84,1000,0.0,Teen,2714,27,3,0,1,4.1
Food & Drink,117.33,5000000,0.0,Everyone,8668,381,8,1,1,4.4
Comics,8.59,500,1.99,Everyone 10+,2886,320,1,0,0,4.2
Education,98.13,50000000,0.0,Mature 17+,2500,131,1,1,1,4.8
Music & Audio,142.69,100,0.0,Mature 17+,36791,639,1,0,1,4.1
Maps & Navigation,173.92,1000000,0.0,Teen,20428,523,7,0,1,4.5
News & Magazines,186.87,500000,0.0,Teen,142,280,1,1,1,3.8
Books & Reference,66.16,50000000,0.0,Adults only 18+,3752,285,3,1,1,4.3
Game,28.03,10000000,0.0,Adults only 18+,2755,197,3,1,1,4.1
Social,48.15,5000,0.0,Everyone 10+,1910,275,6,1,1,4.5
Communication,155.46,100000,1.99,Adults only 18+,14345,68,2,0,0,4.4
Comics,194.33,50000000,0.0,Mature 17+,10040,233,2,0,1,4.1
House & Home,93.81,1000,0.99,Adults only 18+,7260,611,8,1,0,4.0
Maps & Navigation,61.77,1000,0.0,Everyone,2521,222,3,0,1,4.0
Weather,86.41,5000,9.99,Everyone,3902,453,1,1,0,3.7
Events,61.66,500,2.99,Teen,5283,636,2,0,0,3.9
Music & Audio,52.04,5000000,0.0,Teen,18472,304,4,1,1,4.5
Photography,119.16,5000,0.0,Everyone 10+,54327,614,3,1,1,4.2
House & Home,4.13,5000000,0.99,Everyone,2440,400,4,0,0,4.1
Communication,52.65,1000,0.0,Everyone 10+,5014,320,1,0,1,3.8
News & Magazines,132.62,500000,0.0,Everyone 10+,3945,264,6,0,1,4.4
Shopping,7.38,10000000,2.99,Adults only 18+,541,365,3,1,0,4.0
Health & Fitness,17.56,500,0.0,Teen,2970,389,8,0,1,4.4
News & Magazines,59.39,10000000,0.99,Everyone 10+,27826,635,2,0,0,4.3
Maps & Navigation,175.68,1000000,0.0,Everyone 10+,22207,227,6,1,1,4.3
Business,153.21,1000,9.99,Teen,2201,456,7,0,0,4.3
Beauty,5.41,5000,0.0,Teen,5472,665,2,1,1,4.1
Personalization,100.84,5000000,0.0,Everyone,4467,305,4,0,1,4.6
Shopping,55.66,5000000,0.99,Teen,1918,505,7,1,0,4.5
Photography,130.08,1000,1.99,Adults only 18+,11681,328,3,1,0,4.1
Medical,144.59,1000,0.0,Everyone,9778,661,6,0,1,4.3
Productivity,172.71,500000,9.99,Everyone 10+,6682,521,1,0,0,4.1
News & Magazines,95.61,500000,0.0,Adults only 18+,23214,320,5,0,1,4.7
Finance,198.9,50000,4.99,Adults only 18+,11602,492,5,1,0,4.0
Game,196.02,5000,2.99,Everyone,3601,461,8,0,0,3.5
Books & Reference,176.55,100,0.0,Everyone 10+,5615,535,7,1,1,3.8
Communication,115.4,5000,9.99,Everyone,1952,444,6,0,0,4.5
Parenting,80.2,500000,0.0,Mature 17+,10739,443,1,1,1,3.7
Game,73.51,50000,0.0,Mature 17+,10601,704,2,0,1,4.1
Lifestyle,3.41,500,9.99,Everyone,24500,227,5,0,0,4.4
Photography,50.59,1000,0.0,Everyone 10+,23240,566,1,0,1,4.1
Sports,144.04,50000000,0.0,Everyone 10+,21764,604,6,1,1,4.1
Parenting,121.12,100000,0.0,Teen,9554,527,8,1,1,3.9
Lifestyle,183.37,10000000,0.0,Adults only 18+,12667,691,6,1,1,4.2
Comics,10.95,10000000,0.99,Everyone,17929,516,6,1,0,4.2
Comics,31.9,5000,2.99,Adults only 18+,1154,418,4,0,0,4.4
Art & Design,158.06,5000,0.0,Adults only 18+,4290,101,8,1,1,4.4
Entertainment,72.34,10000,2.99,Mature 17+,2223,408,2,0,0,3.9
News & Magazines,24.55,500000,0.0,Mature 17+,8596,405,8,0,1,4.6
Business,199.29,100000,0.0,Everyone,21817,130,1,1,1,4.0
Auto & Vehicles,157.66,1000000,0.0,Everyone,3147,519,8,0,1,4.3
Parenting,82.34,10000,1.99,Everyone 10+,15752,696,6,0,0,3.7
Auto & Vehicles,164.85,100,0.0,Everyone,6247,35,4,0,1,4.1
Entertainment,136.44,5000,0.0,Everyone 10+,28006,154,3,0,1,4.5
Libraries & Demo,158.2,50000,0.0,Everyone 10+,11827,402,8,0,1,4.3
Parenting,163.23,50000,0.0,Everyone,45036,64,5,1,1,4.6
Finance,17.86,1000000,4.99,Everyone 10+,3383,568,7,1,0,4.4
Photography,124.97,5000000,0.0,Adults only 18+,30918,229,5,1,1,4.6
Entertainment,2.35,10000,0.0,Everyone 10+,5300,253,5,0,1,4.9
Weather,9.65,10000,0.0,Adults only 18+,11673,488,7,0,1,4.6
Communication,180.89,50000,0.0,Adults only 18+,2301,564,1,1,1,3.9
News & Magazines,105.99,10000000,4.99,Adults only 18+,17115,15,3,0,0,4.5
Music & Audio,147.44,50000,0.0,Teen,45938,340,1,1,1,4.1
Shopping,167.86,1000,0.0,Teen,18582,363,6,0,1,4.1
Books & Reference,189.97,50000,0.0,Everyone 10+,11479,180,1,0,1,4.4
Parenting,174.0,500000,0.0,Everyone,7135,589,3,1,1,4.0
House & Home,97.18,50000000,0.0,Everyone 10+,5082,215,6,0,1,4.2
News & Magazines,67.86,50000,0.0,Teen,6516,154,6,0,1,4.7
House & Home,31.74,50000000,1.99,Mature 17+,4775,45,8,1,0,4.3
Parenting,80.66,10000000,1.99,Mature 17+,21456,352,8,1,0,4.0
Sports,73.93,10000,0.0,Everyone 10+,26832,21,4,1,1,4.6
Health & Fitness,112.36,1000,9.99,Teen,35867,593,6,1,0,4.5
Social,133.44,100,0.0,Adults only 18+,6503,565,8,1,1,3.5
Sports,195.69,10000,2.99,Teen,9482,669,2,1,0,3.7
Shopping,145.95,50000,0.0,Everyone 10+,10322,369,8,0,1,4.2
Auto & Vehicles,129.11,50000,0.0,Teen,12635,659,5,0,1,4.1
Productivity,67.68,50000,0.99,Mature 17+,30,694,8,1,0,3.2
Beauty,7.87,1000,0.0,Adults only 18+,22194,78,3,0,1,4.3
Dating,58.34,5000,2.99,Everyone 10+,3746,119,4,0,0,4.0
Game,153.92,1000,0.0,Everyone 10+,7668,359,6,1,1,4.3
Comics,41.85,500,0.0,Everyone,22109,617,3,0,1,4.2
Personalization,142.73,500000,0.0,Adults only 18+,69148,514,7,0,1,4.3
Productivity,116.38,100000,0.0,Everyone 10+,19010,627,2,0,1,4.3
Medical,35.2,10000000,0.0,Teen,302,503,3,1,1,3.9
Business,53.06,500000,0.0,Teen,5521,32,7,0,1,4.6
Events,99.76,50000,0.0,Teen,3408,358,3,1,1,3.9
Finance,84.26,10000000,0.0,Teen,39935,62,4,1,1,4.6
Entertainment,155.93,50000000,0.0,Everyone 10+,3682,97,7,0,1,4.7
Dating,147.15,100000,0.0,Mature 17+,34450,378,5,0,1,4.1
Photography,115.34,100,0.99,Adults only 18+,33274,647,5,1,0,4.0
Sports,164.63,5000000,0.0,Teen,21947,496,4,1,1,4.1
News & Magazines,112.97,10000,0.0,Everyone 10+,1239,610,4,1,1,3.6
Dating,192.91,5000,0.0,Everyone 10+,24,452,1,0,1,3.8
Education,44.23,5000000,0.0,Teen,18952,215,7,1,1,4.9
House & Home,143.11,1000,1.99,Everyone,22241,84,1,1,0,4.1
Maps & Navigation,74.62,500,0.0,Everyone 10+,39300,406,2,1,1,4.3
Music & Audio,56.51,1000000,0.0,Adults only 18+,2957,669,7,1,1,3.7
Comics,36.9,500000,4.99,Adults only 18+,15853,107,1,1,0,4.4
Finance,110.95,5000000,0.0,Everyone,8784,489,1,0,1,4.7
Auto & Vehicles,43.88,500,2.99,Everyone 10+,4779,357,3,0,0,4.2
Communication,40.87,50000,0.0,Everyone,11186,131,3,0,1,4.4
Libraries & Demo,198.12,1000,9.99,Everyone 10+,9534,22,7,1,0,3.8
Beauty,160.55,1000,0.0,Everyone 10+,4149,596,4,1,1,4.0
Beauty,149.91,10000,0.99,Everyone,3751,601,6,0,0,4.2
Social,159.02,100000,0.0,Mature 17+,8000,226,8,0,1,4.6
Game,193.82,100000,0.0,Teen,7710,106,5,0,1,4.1
Sports,115.08,10000000,9.99,Teen,4315,394,2,1,0,3.9
Art & Design,44.83,5000000,2.99,Teen,3674,101,8,1,0,4.2
Dating,172.58,100,0.0,Everyone,37030,148,1,0,1,3.8
Weather,148.8,10000000,0.0,Everyone 10+,23798,230,3,0,1,4.6
Books & Reference,83.45,100000,4.99,Everyone 10+,20365,87,5,1,0,4.3
Travel & Local,95.24,100000,0.99,Adults only 18+,2894,523,7,1,0,4.2
Comics,82.84,50000,0.0,Everyone 10+,2518,648,8,1,1,4.1
Medical,186.06,50000,0.0,Mature 17+,19886,93,1,0,1,4.4
Weather,69.36,500,9.99,Teen,2450,153,6,0,0,3.9
Education,192.73,1000,0.99,Mature 17+,8403,423,5,1,0,4.4
Finance,182.14,1000,9.99,Teen,3003,354,3,0,0,4.1
Events,126.47,1000,0.0,Everyone,5699,608,4,0,1,4.4
Libraries & Demo,116.38,500,0.0,Mature 17+,23045,574,6,1,1,4.2
Art & Design,74.65,1000000,0.0,Everyone 10+,26643,409,6,1,1,4.3
News & Magazines,4.65,50000,0.0,Teen,68491,87,8,0,1,4.6
Travel & Local,26.4,500,0.0,Adults only 18+,34568,211,8,1,1,4.1
Food & Drink,151.09,1000,1.99,Mature 17+,13350,383,1,0,0,4.4
Books & Reference,94.84,5000000,1.99,Everyone,6782,595,1,0,0,4.5
Sports,30.82,50000,1.99,Adults only 18+,713,524,2,1,0,3.8
Video Players,53.53,5000,0.99,Everyone,11243,153,1,0,0,4.4
Social,189.62,100000,4.99,Teen,2839,5,3,0,0,4.0
Business,74.06,50000,0.0,Mature 17+,22776,76,7,1,1,4.0
Productivity,181.63,50000,0.0,Everyone,9553,411,5,1,1,4.0
Beauty,61.62,50000000,0.0,Adults only 18+,15869,4,6,1,1,4.8
Game,109.1,1000,0.99,Adults only 18+,13432,372,5,1,0,4.1
Books & Reference,5.07,10000000,0.0,Everyone 10+,5120,83,8,0,1,4.7
Productivity,104.85,500000,0.0,Everyone,17080,431,4,0,1,4.2
Music & Audio,127.75,1000000,0.0,Mature 17+,22247,472,6,0,1,4.1
Shopping,47.63,50000,0.0,Mature 17+,16357,362,6,0,1,4.3
Business,116.21,500,0.0,Everyone 10+,17997,412,4,0,1,4.2
Sports,129.79,100,4.99,Adults only 18+,5356,35,8,1,0,4.0
Tools,137.69,1000,0.0,Everyone,34522,242,3,1,1,3.9
Education,155.5,1000,1.99,Adults only 18+,6632,656,5,1,0,4.1
Comics,62.96,500000,0.0,Everyone,27282,80,6,0,1,4.7
Medical,113.99,10000,4.99,Everyone,23407,75,4,1,0,4.3
Events,196.33,100,0.0,Everyone,1593,284,6,0,1,4.1
Auto & Vehicles,179.73,10000000,0.99,Adults only 18+,40673,727,4,1,0,4.2
Education,190.58,5000,0.0,Adults only 18+,67329,238,2,1,1,4.5
News & Magazines,77.84,100000,0.99,Adults only 18+,11181,337,2,1,0,4.4
Photography,157.6,10000,0.0,Teen,18340,531,7,1,1,4.5
Parenting,124.36,5000000,0.0,Adults only 18+,32560,586,3,1,1,4.4
Beauty,17.46,50000,0.0,Everyone 10+,243,567,3,0,1,4.0
Finance,164.97,5000000,0.0,Teen,31909,83,3,0,1,4.4
Sports,135.74,5000,0.0,Everyone,11846,676,3,0,1,4.3
Travel & Local,40.58,500,0.99,Mature 17+,21155,318,8,0,0,4.0
Shopping,16.87,1000000,0.0,Teen,9337,679,5,0,1,4.4
News & Magazines,167.57,500,9.99,Teen,9074,628,8,0,0,3.8
Sports,16.7,500,0.0,Everyone,27337,297,1,1,1,4.4
Shopping,19.18,50000000,0.0,Adults only 18+,8498,700,3,1,1,4.4
Game,86.05,500,0.0,Adults only 18+,7659,342,2,1,1,3.8
News & Magazines,27.82,100,0.0,Teen,11244,424,6,0,1,5.0
